[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place:  Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human:  ~ TanK-human created this group 
[31/08/23, 1:26:08 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:26:16 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:26:16 AM] ~ Swapnaneel Sarkar: are to ap sudhar do.... apke hi dosto ka naam boldo.... maybe mai janta honga
[31/08/23, 1:26:21 AM] ~ Swapnaneel Sarkar: 4
[31/08/23, 1:26:55 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:27:23 AM] ~ Swapnaneel Sarkar: are nice itne famous ho??? singing wagera krte ho kya??
[31/08/23, 1:27:58 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:28:24 AM] ~ Swapnaneel Sarkar: to famous kaise huwe?? trick btao  hume bhi hona hai
[31/08/23, 1:28:49 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:28:59 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:29:06 AM] ~ Swapnaneel Sarkar: introvert hu, nhi bante
[31/08/23, 1:29:08 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:29:09 AM] ~ Swapnaneel Sarkar: age ka btao
[31/08/23, 1:29:21 AM] ~ Swapnaneel Sarkar: krishna Chaitanya naam hai??
[31/08/23, 1:29:28 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:29:41 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:30:04 AM] ~ Swapnaneel Sarkar: are sir bina dost ke hi to famous hona hai ...
[31/08/23, 1:30:33 AM] ~ Swapnaneel Sarkar: mere 4 dost hai ap fir bhi mereko jante ho, apke itne dost hai mai firbhi nhi janta apko  yeh kya baat huwi??
[31/08/23, 1:30:34 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:31:07 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:31:24 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:31:38 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:31:50 AM] ~ Swapnaneel Sarkar: aphi ne bola hai csbs 2026 ka hu
[31/08/23, 1:32:18 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:32:49 AM] ~ Swapnaneel Sarkar: are sir id do na.  famous logo ko follow krta hu mai
[31/08/23, 1:33:24 AM] ~ Krishna Singla:  This message was deleted.
[31/08/23, 1:34:06 AM] ~ Swapnaneel Sarkar: are are big fan sir
[31/08/23, 1:34:16 AM] ~ Swapnaneel Sarkar: ap ho pta hi nhi tha
[31/08/23, 1:35:09 AM] ~ Swapnaneel Sarkar: Big valo player sir
[31/08/23, 8:06:54 AM] ~ Ankit Kumar:  This message was deleted.
[01/09/23, 9:13:06 PM] ~ Suhas Chowdary:  ~ Suhas Chowdary joined from the community
[01/09/23, 9:13:11 PM] ~ avi:  ~ avi joined from the community
[01/09/23, 9:13:14 PM] ~ Gowthami Korada:  ~ Gowthami Korada joined from the community
[01/09/23, 9:13:15 PM] ~ Sathwik:  ~ Sathwik joined from the community
[01/09/23, 9:13:19 PM] ~ keshav majithia:  ~ keshav majithia joined from the community
[01/09/23, 9:13:21 PM] ~ Sai Kiran Vanaparthi:  ~ Sai Kiran Vanaparthi joined from the community
[01/09/23, 9:13:33 PM] ~ @:  ~ @ joined from the community
[01/09/23, 9:13:34 PM] ~ Harsh Katiyar.:  ~ Harsh Katiyar. joined from the community
[01/09/23, 9:13:41 PM] ~ Adil:  ~ Adil joined from the community
[01/09/23, 9:13:45 PM] ~ Shrey:  ~ Shrey joined from the community
[01/09/23, 9:13:47 PM] ~ San:  ~ San joined from the community
[01/09/23, 9:13:50 PM] ~ aryanrajsingh232:  ~ aryanrajsingh232 joined from the community
[02/09/23, 9:33:41 AM] ~ Adi:  ~ Adi joined from the community
[02/09/23, 11:51:02 AM] ~ Abhishek Singh:  ~ Abhishek Singh joined from the community
[02/09/23, 1:08:00 PM] ~ Rohit Yadav:  ~ Rohit Yadav joined from the community
[02/09/23, 2:05:19 PM] ~ Jithendra: Bro xth class copy means ??
[02/09/23, 2:05:32 PM] ~ Udveet P. Patil: Marksheet
[02/09/23, 2:05:35 PM] ~ Udveet P. Patil: Probably
[02/09/23, 2:05:36 PM] ~ Jeevan K: Marks list
[02/09/23, 2:05:46 PM] ~ Jithendra: Ohh means long memo
[02/09/23, 2:05:46 PM] ~ Udveet P. Patil: That's what I have done
[02/09/23, 2:05:58 PM] ~ Surya Vamsi: Yes
[02/09/23, 2:06:01 PM] ~ Jithendra: Did you completed your submission
[02/09/23, 2:06:12 PM] ~ Udveet P. Patil: Haven't visited the campus yet
[02/09/23, 2:06:24 PM] ~ Jithendra: Ok
[02/09/23, 2:06:43 PM] ~ Jithendra: Did you recive any mail bro
[02/09/23, 2:06:50 PM] ~ Udveet P. Patil: About?
[02/09/23, 2:07:00 PM] ~ Jithendra: Doc subm
[02/09/23, 2:07:10 PM] ~ Udveet P. Patil: Yes
[02/09/23, 2:07:26 PM] ~ Jithendra: When is your reporting date
[02/09/23, 2:07:38 PM] ~ Udveet P. Patil: 8th
[02/09/23, 2:07:56 PM] ~ Jithendra: Doc submission
[02/09/23, 2:08:08 PM] ~ Udveet P. Patil: ?
[02/09/23, 2:08:09 PM] ~ Surya Vamsi: Are you joining through eapcet?
[02/09/23, 2:08:22 PM] ~ Jithendra: No bro vit exam only
[02/09/23, 2:08:25 PM] ~ Harshitha: 4th
[02/09/23, 2:08:43 PM] ~ Surya Vamsi: Okay bro
[02/09/23, 2:08:55 PM] ~ Jithendra: Ohh all got different dates to submit
[02/09/23, 2:09:09 PM] ~ Harshitha: Did you check today's mail?
[02/09/23, 2:09:11 PM] ~ Surya Vamsi: Mine 5th
[02/09/23, 2:09:17 PM] ~ Jithendra: Same
[02/09/23, 2:09:40 PM] ~ Udveet P. Patil: I didn they any
[02/09/23, 2:09:44 PM] ~ Udveet P. Patil: *didn't get
[02/09/23, 2:09:46 PM] ~ Udveet P. Patil: Today
[02/09/23, 2:09:56 PM] ~ Surya Vamsi: Is it just for verification or we have to report to hostel also?
[02/09/23, 2:09:58 PM] ~   : @918247494516 did you received in personal mail id or vit student mail id?
[02/09/23, 2:10:03 PM] ~ Jithendra: Once check bro that what i was asking before
[02/09/23, 2:10:21 PM] ~ Jithendra: Personal mail only bro
[02/09/23, 2:10:26 PM] ~ Udveet P. Patil: I did check
[02/09/23, 2:10:37 PM] ~ Udveet P. Patil: I have got no mails from the college
[02/09/23, 2:10:47 PM] ~ Jithendra: ??
[02/09/23, 2:10:48 PM] ~ Udveet P. Patil: Neither on my personal id nor the college one
[02/09/23, 2:10:58 PM] ~   : What did you receive in mail ?
[02/09/23, 2:10:58 PM] ~ Jithendra: Your personal
[02/09/23, 2:11:03 PM] ~   : Sent ss
[02/09/23, 2:11:24 PM] ~ Harshitha: Personal mail
 [02/09/23, 2:11:29 PM] ~ Jithendra:  image omitted
[02/09/23, 2:12:21 PM] ~ Jithendra: Ok aa bro
[02/09/23, 2:12:35 PM] ~ Abhinav: Can we use the same migration certificate which we got after 10th ?
[02/09/23, 2:13:12 PM] ~ Jithendra: Migration certificate 12th class i think so
[02/09/23, 2:13:24 PM] ~ Abhinav: Ekkada munchi teskovali
[02/09/23, 2:14:53 PM] ~ Shiven: I hv 2 ... Marksheet nd pass certificate
[02/09/23, 2:16:47 PM] ~ Udveet P. Patil: I said
[02/09/23, 2:16:52 PM] ~ Udveet P. Patil: I didn't receive any
[02/09/23, 2:16:56 PM] ~ Udveet P. Patil: Neither on the personal one
[02/09/23, 2:17:00 PM] ~ Udveet P. Patil: Nor the college one
[02/09/23, 2:17:22 PM] ~ Shiven: Sm for me bro
[02/09/23, 2:17:27 PM] ~ Jithendra: Wait for some time bro they will send
[02/09/23, 2:17:33 PM] ~ Shiven: I to didn't recieve any
[02/09/23, 2:17:41 PM] ~ Udveet P. Patil: Same you mean?
[02/09/23, 2:18:15 PM] ~ Jithendra: Bro is bank account is important or not that necessary  
[02/09/23, 2:18:36 PM] ~   : It is for your requirements bro
[02/09/23, 2:18:41 PM] ~ Udveet P. Patil: If you can, you should have one
[02/09/23, 2:18:47 PM] ~   : You need money to buy something
 [02/09/23, 2:19:15 PM] ~ Jithendra:  image omitted
[02/09/23, 2:19:31 PM] ~ Surya Vamsi: Me too
[02/09/23, 2:21:58 PM] ~ Udveet P. Patil: Can you forward the mail to me?
[02/09/23, 2:22:13 PM] ~ Jithendra: Ok bro
[02/09/23, 2:22:44 PM] ~ Sid: where did u guys get this mail?
[02/09/23, 2:23:18 PM] ~ Jithendra: From vit
[02/09/23, 2:23:26 PM] ~ Sid: i didnt get it
[02/09/23, 2:23:36 PM] ~ Surya Vamsi: Personal mail ID
[02/09/23, 2:23:49 PM] ~ Sid: there also nothing
[02/09/23, 2:23:55 PM] ~ Sathwik: Check spam if u didn't get mail
[02/09/23, 2:24:18 PM] ~ Sid: not there also
[02/09/23, 2:24:36 PM] ~ Nivesh: do hostellers also got the mail
[02/09/23, 2:24:46 PM] ~   : Noo
[02/09/23, 2:24:47 PM] ~ Sathwik: You can open an Indian Bank account in vit ap , there's a bank inside University
[02/09/23, 2:24:53 PM] ~ Sid: oh then thats why i didnt get it
[02/09/23, 2:25:41 PM] ~ Udveet P. Patil: He only sent that one sentence
[02/09/23, 2:25:48 PM] ~ Udveet P. Patil: Nothing else for context
[02/09/23, 2:25:59 PM] ~ Jithendra: Ohh
[02/09/23, 2:26:20 PM] ~ Sid: wait we should compulsory open? or are they saying its an option
[02/09/23, 2:26:37 PM] ~ Jeevan K: Bro they will
[02/09/23, 2:26:40 PM] ~ Jeevan K: Create for us
[02/09/23, 2:26:44 PM] ~ Jeevan K: After joining
[02/09/23, 2:26:59 PM] ~ Sathwik: Get a set of pass port size photos
[02/09/23, 2:27:13 PM] ~ Sid: okayy
[02/09/23, 2:27:16 PM] ~ Jithendra: Yes bro they create for us but orginal account in indian bank we should open or not
[02/09/23, 2:27:23 PM] ~ : 20 photos they want apparently
[02/09/23, 2:27:36 PM] ~ Jeevan K: Not necessary
[02/09/23, 2:27:37 PM] ~ Udveet P. Patil: They do?
[02/09/23, 2:27:42 PM] ~ Udveet P. Patil: How do you know?
[02/09/23, 2:27:43 PM] ~ Jeevan K: Yes bro
[02/09/23, 2:27:49 PM] ~ Sid: what is that account for btw?
[02/09/23, 2:27:50 PM] ~ Jithendra: Ok thank you bro
[02/09/23, 2:27:50 PM] ~   : I already have bank acc
[02/09/23, 2:27:57 PM] ~ Jeevan K: I spoke to information centre
 [02/09/23, 2:28:09 PM] ~ Jithendra:  sticker omitted
[02/09/23, 2:28:19 PM] ~ Jeevan K: 
[02/09/23, 2:28:20 PM] ~ : In case u bring drugs n illegal stuff
Then to issue fine
[02/09/23, 2:28:28 PM] ~ Jeevan K: 
 [02/09/23, 2:28:47 PM] ~ Jithendra:  sticker omitted
[02/09/23, 2:28:53 PM] ~ Sid: fr?
[02/09/23, 2:29:03 PM] ~   : To pay aarear fee 
[02/09/23, 2:29:17 PM] ~ : Wdym fr?? 
Ofc they fine for getting drugs stoopid ass nigga
[02/09/23, 2:29:21 PM] ~ Sathwik: Bruhh
[02/09/23, 2:29:30 PM] ~ Sid: no like
[02/09/23, 2:29:35 PM] ~ Sid: those fines thingy
[02/09/23, 2:29:42 PM] ~ Sathwik: For CDM / ATM
[02/09/23, 2:29:43 PM] ~ : Yupp fine is riyal
[02/09/23, 2:29:48 PM] ~ Sid: ohh
[02/09/23, 2:29:52 PM] ~ Sathwik: Or u can directly apply for loan here
[02/09/23, 2:29:58 PM] ~ Sid: what if i have zero balance 
 [02/09/23, 2:30:11 PM] ~ Jithendra:  sticker omitted
[02/09/23, 2:30:14 PM] ~ : Jaake Bartan Dho
[02/09/23, 2:30:16 PM] ~   : It will go in -
[02/09/23, 2:30:28 PM] ~ Sid: ?
[02/09/23, 2:30:36 PM] ~ : Nigga u too rich to go broke
[02/09/23, 2:30:44 PM] ~ : So dont worry
[02/09/23, 2:30:53 PM] ~ Sathwik: There won't be fine for drugs , direct suspension or expulsion
 [02/09/23, 2:30:54 PM] ~ :  sticker omitted
[02/09/23, 2:31:07 PM] ~ Sid: -_-
 [02/09/23, 2:31:17 PM] ~ Jithendra:  sticker omitted
[02/09/23, 2:31:54 PM] ~ : Ok maybe for other restricted stuff then like iron box, kathi, long, extension box, kettle etc
[02/09/23, 2:32:28 PM] ~ Udveet P. Patil: Oh
[02/09/23, 2:32:29 PM] ~ Udveet P. Patil: Thanks
[02/09/23, 2:33:09 PM] ~   : Can we cook maggie in hostel?
[02/09/23, 2:33:47 PM] ~ Jithendra: Bro no kitchen in hostel chief bro 
[02/09/23, 2:33:56 PM] ~ : Yeah ig 
Hot water is there it seems
Also ap weather
[02/09/23, 2:34:06 PM] ~ : Cup noodles u can ig
[02/09/23, 2:34:13 PM] ~ Jithendra: Full hot 
[02/09/23, 2:34:33 PM] ~ : Double Omlette also then
[02/09/23, 2:35:02 PM] ~ Jithendra: Double omlet with chicken noodles 
[02/09/23, 2:35:24 PM] ~ Surya Vamsi: 
[02/09/23, 2:35:29 PM] ~ @: Did all of u get the mail?
[02/09/23, 2:35:33 PM] ~   : I will cook biriyani in room and i wll give to  warden
[02/09/23, 2:35:36 PM] ~ Jithendra: Yup
[02/09/23, 2:35:46 PM] ~ Jithendra: Ewww chief bro on fire 
[02/09/23, 2:35:51 PM] ~ : What if warden vegetarian?
[02/09/23, 2:36:03 PM] ~   : Take out chicken pic
 [02/09/23, 2:36:15 PM] ~ :  sticker omitted
[02/09/23, 2:36:17 PM] ~ Jithendra: Say it was paneer and give
[02/09/23, 2:36:26 PM] ~ : *soya chunks
[02/09/23, 2:36:37 PM] ~ Jithendra: Edo okthi
[02/09/23, 2:36:53 PM] ~ Jithendra: Both looks same as chicken know
[02/09/23, 2:37:14 PM] ~ : Ya
[02/09/23, 3:10:12 PM] ~ Shiven: @919966720555 @919182628956 u both dayscholars?
[02/09/23, 3:10:46 PM] ~ Surya Vamsi: I am not
[02/09/23, 3:10:47 PM] ~ K.Parthiv: Im also dayscholar
[02/09/23, 3:11:15 PM] ~ Knk Praneesh: Iam also
[02/09/23, 3:11:22 PM] ~ Shiven: Bruh.. how did u receive the msg but sm other hostellers didn't 
[02/09/23, 3:12:30 PM] ~ Surya Vamsi: Idk bro.... I joined through eapcet. Maybe that's why
[02/09/23, 3:12:45 PM] ~ Shiven: Ohh maybe
[02/09/23, 3:12:55 PM] ~ Shiven: Received the mail?
[02/09/23, 3:13:51 PM] ~ TanK-human: Raise hand if you are dayscholar 
[02/09/23, 3:16:32 PM] ~ K.Parthiv: @919861564032
[02/09/23, 3:17:19 PM] ~ Shiven: Okok 
[02/09/23, 3:17:29 PM] ~ Shiven: Bro.. poll karlo
[02/09/23, 3:19:51 PM] ~ TanK-human: Not everyone responds
[02/09/23, 3:20:14 PM] ~ TanK-human:  POLL:
Who are you???
 OPTION: Dayscholar (7 votes)
 OPTION: Hosteler (41 votes)
 OPTION: PG (1 vote)
 OPTION: Temporaryly shifted with parent near VIT AP (0 votes)
[02/09/23, 3:20:34 PM] ~ TanK-human: But still
[02/09/23, 3:21:04 PM] ~ Shiven: A human being 
[02/09/23, 3:21:28 PM] ~ TanK-human: That's for recapcha
[02/09/23, 3:21:40 PM] ~ Shiven: 
[02/09/23, 3:21:40 PM] ~ K.Parthiv: Im remembering a song
[02/09/23, 3:21:42 PM] ~ TanK-human: I am not 
[02/09/23, 3:22:04 PM] ~ TanK-human: Tell song?
[02/09/23, 3:22:12 PM] ~ K.Parthiv: Telugu song
[02/09/23, 3:22:32 PM] ~ K.Parthiv: @919182750867 do u know telugu
[02/09/23, 3:22:33 PM] ~ Surya Vamsi: A song
 [02/09/23, 3:23:20 PM] ~ TanK-human:  GIF omitted
[02/09/23, 3:23:31 PM] ~ K.Parthiv: One (mahesh babu movie) lo untqdi
[02/09/23, 3:23:37 PM] ~ K.Parthiv: Who r u
[02/09/23, 3:23:43 PM] ~ TanK-human: Yeah
[02/09/23, 3:23:56 PM] ~ Surya Vamsi: Movie name ah?
[02/09/23, 3:24:10 PM] ~ K.Parthiv: Movie name one
[02/09/23, 3:24:16 PM] ~ K.Parthiv: Song name telvad
[02/09/23, 3:24:26 PM] ~ K.Parthiv: Lyrics lo who r u ani untadi
[02/09/23, 3:24:39 PM] ~ Surya Vamsi: Okay bro gurthochindhi
[02/09/23, 3:24:45 PM] ~ Sid: song name kuda ade
[02/09/23, 3:25:02 PM] ~ TanK-human: Name kuda who are you we gaa
[02/09/23, 3:25:08 PM] ~ K.Parthiv: Meeru ante unnolu ani gurthu untayi
[02/09/23, 3:25:19 PM] ~ K.Parthiv: Nak gurtu led anna
[02/09/23, 3:25:27 PM] ~ Sid: daaniki deeniki enti ra link
[02/09/23, 3:25:29 PM] ~ K.Parthiv:  
 [02/09/23, 3:25:30 PM] ~ Sid:  sticker omitted
[02/09/23, 3:25:33 PM] ~ TanK-human: Entidi ?" Telvadaa"  <This message was edited>
[02/09/23, 3:25:52 PM] ~ K.Parthiv: 
[02/09/23, 3:25:54 PM] ~ Sid: tevada?
[02/09/23, 3:26:35 PM] ~ TanK-human: 
[02/09/23, 3:57:43 PM] ~ Jithendra: Yes bro
[02/09/23, 4:28:46 PM] ~ TanK-human: https://youtu.be/2Ts-MaVkRu8
[02/09/23, 5:15:25 PM] ~ Vedansh:  ~ TanK-human added ~ Vedansh
[02/09/23, 5:30:57 PM] ~ Tarush Saxena:  ~ Tarush Saxena joined from the community
[02/09/23, 5:30:59 PM] ~ Varshini Reddy:  ~ Varshini Reddy joined from the community
[02/09/23, 5:31:03 PM] Uttra Manhas:  Uttra Manhas joined from the community
[02/09/23, 6:10:04 PM] ~ Veer Pratap Singh: I didn't receive this mail
[02/09/23, 6:10:35 PM] ~ Baibhab Das: Me too
[02/09/23, 6:11:01 PM] ~ Jeevan K: Only for day scholars bro
[02/09/23, 6:12:10 PM] ~ Balaji Balu: Orey
[02/09/23, 6:12:49 PM] ~ TanK-human: Now what we need to come to campus on 5th?
[02/09/23, 6:13:10 PM] ~ Veer Pratap Singh: Oh okayy
[02/09/23, 6:38:17 PM] ~ Soham P: ddint get it yet
[02/09/23, 6:38:35 PM] ~ Jithendra:  This message was deleted.
[02/09/23, 6:38:41 PM] ~ Soham P: nahh, ig its sent depending on the dates u filled in google form
[02/09/23, 6:38:45 PM] ~ Jithendra: ..
[02/09/23, 6:38:50 PM] ~ Soham P: accha
[02/09/23, 6:38:50 PM] ~ TanK-human: Are you hosteler?
[02/09/23, 6:38:59 PM] ~ Soham P: yeah yea
[02/09/23, 6:39:06 PM] ~ TanK-human: What form?
[02/09/23, 6:39:16 PM] ~ Soham P: the one that came in mail
[02/09/23, 6:39:19 PM] ~ TanK-human: I didn't get one
[02/09/23, 6:39:22 PM] ~ Soham P: the arriving dates or something
 [02/09/23, 6:40:25 PM] ~ Soham P:  image omitted
[02/09/23, 6:40:27 PM] ~ TanK-human: Once send me the screen shot and date sent bro
[02/09/23, 6:40:30 PM] ~ Soham P: anyone else getting this?
[02/09/23, 6:42:07 PM] ~ TanK-human: ?
[02/09/23, 6:42:15 PM] ~ TanK-human: .
[02/09/23, 6:42:40 PM] ~ TanK-human: Somebody please send me the link for this.
[02/09/23, 6:43:05 PM] ~ Soham P: mail nahi aya tha kya?
[02/09/23, 6:43:10 PM] ~ Soham P: mail check akr na vit wala
[02/09/23, 6:43:20 PM] ~ TanK-human: Dikh nahi raha
[02/09/23, 6:43:22 PM] ~ Soham P: although uska filling date chala gaya
[02/09/23, 6:43:23 PM] ~ Jeevan K: Which mail bro
[02/09/23, 6:43:25 PM] ~ Soham P: 31st aug taa
[02/09/23, 6:43:26 PM] ~ Soham P: tha
[02/09/23, 6:43:38 PM] ~ Soham P: idk if day scholars and hostellers ka alag hai or sumn
[02/09/23, 6:43:45 PM] ~ Soham P: tum log hosteller nahi ho ka
[02/09/23, 6:43:47 PM] ~ Soham P: kya*
[02/09/23, 6:43:55 PM] ~ TanK-human: I'm dayscholar
[02/09/23, 6:44:03 PM] ~ Soham P: ha to fir alag raheg
[02/09/23, 6:44:05 PM] ~ Soham P: rahega
[02/09/23, 6:44:52 PM] ~ TanK-human: Did any dayscholar get any google form ?
[02/09/23, 6:45:00 PM] ~ TanK-human: In mail?
[02/09/23, 6:45:34 PM] ~ TanK-human: @918928779488 kya puch tha us form mey?
[02/09/23, 6:47:59 PM] ~ Soham P: reporting date , kab aa rahe ho vja
[02/09/23, 6:49:46 PM] ~ TanK-human: So this date is for dayscholars only
[02/09/23, 6:49:56 PM] ~ TanK-human: That's why it's earliest
[02/09/23, 7:11:23 PM] ~ Rishi Tarapure: Ig the ppl arriving on 7th and 8th will receive the mail in upcoming days
[02/09/23, 9:30:30 PM] ~ Udveet P. Patil: Right
[02/09/23, 9:30:32 PM] ~ Udveet P. Patil: That's possible too
[02/09/23, 9:31:13 PM] ~ Udveet P. Patil: As they did ask us our date of arrival
[03/09/23, 8:04:29 AM] ~ Rishi Tarapure: Yeap
[03/09/23, 11:49:59 AM] ~ San:  This message was deleted by admin ~ TanK-human.
[03/09/23, 11:57:02 AM] ~ Rishi Tarapure:  This message was deleted by admin ~ TanK-human.
[03/09/23, 12:05:26 PM] ~ AV: Tera internship aur certificate mere L pe
[03/09/23, 1:27:12 PM] ~ TanK-human:  This message was deleted.
[03/09/23, 1:27:17 PM] ~ TanK-human: Who are you?
[03/09/23, 1:28:29 PM] ~ TanK-human: @918074726063
[03/09/23, 1:28:51 PM] ~ TanK-human:  This message was deleted.
[04/09/23, 9:07:24 AM] ~ San:  ~ TanK-human removed ~ San
[04/09/23, 9:07:54 AM] ~ DSS:  ~ DSS joined from the community
[04/09/23, 9:08:06 AM] ~ Yoginder Sehrawanyia:  ~ Yoginder Sehrawanyia joined from the community
[04/09/23, 9:08:09 AM] ~ Yash:  ~ Yash joined from the community
[04/09/23, 9:08:13 AM] ~ Rishabh:  ~ Rishabh joined from the community
[04/09/23, 9:08:18 AM] ~ Darshan. D:  ~ Darshan. D joined from the community
[04/09/23, 12:59:47 PM] ~ Satya Reddy:  This message was deleted by admin ~ TanK-human.
 [04/09/23, 1:00:32 PM] ~ Darshan. D:  sticker omitted
[04/09/23, 1:00:33 PM] ~ Darshan. D: _admin_
[04/09/23, 1:00:41 PM] ~ TanK-human: Not here please
[04/09/23, 1:00:49 PM] ~ Darshan. D: Remove this guy immediately 
[04/09/23, 1:01:18 PM] ~ Satya Reddy:  ~ TanK-human removed ~ Satya Reddy
[04/09/23, 1:01:54 PM] ~ TanK-human: Done
[04/09/23, 1:02:15 PM] ~ TanK-human: How did he get in?
[04/09/23, 1:02:39 PM] ~ Darshan. D: Mostly by community
[04/09/23, 1:03:24 PM] ~ TanK-human: He didn't send any requests 
[04/09/23, 1:03:29 PM] ~ Mehul Malviya:  ~ Mehul Malviya joined from the community
[04/09/23, 1:03:39 PM] ~ Singh:  ~ Singh joined from the community
[04/09/23, 1:03:47 PM] ~ SOL Board member:  ~ SOL Board member joined from the community
[04/09/23, 1:03:49 PM] ~ Darshan. D: Might be from the beginning
[04/09/23, 1:04:02 PM] ~ TanK-human: Kk
[04/09/23, 1:04:07 PM] ~ Ritesh Panda:  ~ Ritesh Panda joined from the community
[04/09/23, 1:04:10 PM] ~ :  ~  joined from the community
[04/09/23, 1:04:14 PM] ~ :  ~  joined from the community
[04/09/23, 6:55:17 PM] ~ Cutie:  ~ Cutie changed their phone number to a new number.  Tap to message or add the new number.
[04/09/23, 6:56:03 PM] ~ Veer Pratap Singh: Mh3 226 anyone?
[04/09/23, 6:56:27 PM] ~ Sai: Bro mh3 213
[04/09/23, 6:57:30 PM] ~ Adi: mine is 227 bro
[04/09/23, 6:57:38 PM] ~ Adi: you have apartment type room?
[04/09/23, 6:58:02 PM] ~ Veer Pratap Singh: no it's non Apartment type
[04/09/23, 6:58:20 PM] ~ Veer Pratap Singh: mh3 rooms have bunker bed or normal one anyone have idea?
[04/09/23, 6:58:30 PM] ~ Adi: i guess it will be bunker
[04/09/23, 7:44:26 PM] ~ Luffy : 211 
[04/09/23, 7:44:43 PM] ~ Sai: You in clg rn ?
[04/09/23, 7:44:52 PM] ~ Luffy : Nope
[04/09/23, 8:34:28 PM] ~ Satyajit: Mh3 224 here
[04/09/23, 8:35:05 PM] ~ Chaitu: Mh3 502A here
