[11/08/23, 12:07:11 PM] VIT AP. (cse) Freshers place🥳🥳🥳🥳🥳: ‎Messages and calls are end-to-end encrypted. No one outside of this chat, not even WhatsApp, can read or listen to them. 
[11/08/23, 12:07:11 PM] ~ TanK-human: ‎~ TanK-human created this group 
[24/08/23, 12:53:40 PM] Harsh Kumar: Ohh … okay
[24/08/23, 12:53:55 PM] ~ Udveet P. Patil: Check your VITAP email
[24/08/23, 12:54:06 PM] ~ Shaurya Mudgal: I think this will be given after reporting
[24/08/23, 12:54:20 PM] Harsh Kumar: I think the same
[24/08/23, 1:03:37 PM] ~ K.S.Saravanesh: Yeaaaa
[24/08/23, 1:04:21 PM] ~ K.S.Saravanesh: Before they told to come on or after sept 8th
But now they r like come before 8th 🥲
[24/08/23, 1:12:13 PM] ~ niggesh: Students who are coming from long distances have to report on both the days or any one day ?
[24/08/23, 1:12:40 PM] ~ Shaurya Mudgal: For real
[24/08/23, 1:12:44 PM] ~ AbnaV: Any one
[24/08/23, 1:12:55 PM] ~ Ayush: Ofcurse on any ONE day only
[24/08/23, 1:13:05 PM] ~ Swapnaneel Sarkar: anyone, cause ekbar andhar a gye to bahar nhi jane denge yeh log 💀💀
[24/08/23, 1:13:07 PM] ~ Shaurya Mudgal: I booked the flight for 8th september now so I dont have any choice
[24/08/23, 1:14:23 PM] ~ Udveet P. Patil: Where are you from?
[24/08/23, 1:14:37 PM] ~ Shaurya Mudgal: Delhi
[24/08/23, 1:14:44 PM] ~ Udveet P. Patil: Alright
[24/08/23, 1:14:46 PM] ~ Udveet P. Patil: Makes sense then
[24/08/23, 1:56:23 PM] ~ Vaibh@v: Where did they say that?
[24/08/23, 1:59:33 PM] ~ Shaurya Mudgal: In a mail
[24/08/23, 2:03:54 PM] Harsh Kumar: It’s okay u can come later too no big deal
[24/08/23, 2:04:06 PM] ~ Knk Praneesh: Hey
[24/08/23, 2:04:16 PM] ~ Knk Praneesh: 8th onwards
[24/08/23, 2:04:18 PM] ~ Knk Praneesh: Classes?
[24/08/23, 2:04:24 PM] Harsh Kumar: Classes from 13th
[24/08/23, 2:04:30 PM] ~ Shaurya Mudgal: 13th onwards
[24/08/23, 2:04:38 PM] ~ Knk Praneesh: 8th?
[24/08/23, 2:04:48 PM] ~ Shaurya Mudgal: Hostel reporting
[24/08/23, 2:04:52 PM] Harsh Kumar: 4 days for orientation 🫠🫠
[24/08/23, 2:05:09 PM] ~ Knk Praneesh: Ohh
[24/08/23, 2:05:22 PM] ~ Shaurya Mudgal: Maybe because every branch has different orientation session
[24/08/23, 2:05:26 PM] ~ Knk Praneesh: mandatory
[24/08/23, 2:05:29 PM] ~ Knk Praneesh: ?
[24/08/23, 2:05:33 PM] Harsh Kumar: No
[24/08/23, 2:05:49 PM] Harsh Kumar: Anyone any idea regarding gym ?
[24/08/23, 2:05:53 PM] ~ Knk Praneesh: Okay
[24/08/23, 4:09:15 PM] ~ Bharath: ‎~ Bharath joined from the community
[24/08/23, 4:09:18 PM] ~ Badineni Hemanth: ‎~ Badineni Hemanth joined from the community
[24/08/23, 4:09:20 PM] ~ vishnu: ‎~ vishnu joined from the community
[24/08/23, 4:09:21 PM] ~ NKP: ‎~ NKP joined from the community
[24/08/23, 4:14:18 PM] ~ Shaurya Mudgal: Yes
[24/08/23, 4:14:47 PM] ~ Shaurya Mudgal: Hostels have their own gyms which will be free and university gym is paid and fees is 7k for one semester
[24/08/23, 4:15:17 PM] Harsh Kumar: How soon can we like join ?
[24/08/23, 4:15:51 PM] ~ Shaurya Mudgal: Well hostel gyms are free so you can join them immediately but idk about the university gym
[24/08/23, 4:16:03 PM] Harsh Kumar: Okay Thankyou
[24/08/23, 5:20:21 PM] ~ Knk Praneesh: Can days scholars join in university gym?
[24/08/23, 5:23:30 PM] ~ Shaurya Mudgal: That I dont know
[24/08/23, 5:41:07 PM] ~ Udveet P. Patil: Hostel gym and university gyms are different?
[24/08/23, 5:41:39 PM] ~ Mohit: bro can we come to college on 8 th cz I have booked my train , hotel and everything
[24/08/23, 5:41:57 PM] ~ Mohit: it would become a mess if I would cancel all of them now and rebook
[24/08/23, 5:42:34 PM] ~ Shanmukh: Yeah
[24/08/23, 5:42:49 PM] ~ Mohit: it's all okay naa bro?
[24/08/23, 5:43:03 PM] ~ Harish: Bro nikhu evaru chepparu bro
[24/08/23, 5:43:10 PM] ~ Shanmukh: Yes 
No isuues bro
[24/08/23, 5:43:17 PM] ~ Harish: Gym fees per semester 7k really bro
[24/08/23, 5:43:25 PM] ~ Mohit: thanks bro 👍🏻
[24/08/23, 5:43:30 PM] ~ Shanmukh: Yes
[24/08/23, 5:43:30 PM] ~ Shaurya Mudgal: Yeah
[24/08/23, 5:43:40 PM] ~ Harish: Oh super who said
[24/08/23, 5:43:52 PM] ~ Shaurya Mudgal: I dont understand this sorry
[24/08/23, 5:44:05 PM] ~ Shaurya Mudgal: I asked a senior
[24/08/23, 5:44:11 PM] ~ Harish: Bro who said gym fees is 7k bro
[24/08/23, 5:44:16 PM] ~ Harish: Oh that's good
[24/08/23, 5:44:23 PM] ~ Shanmukh: I have studied the previous 1yr in this clg so
[24/08/23, 5:44:25 PM] ~ Harish: Means we can do gym nicely bro
[24/08/23, 5:44:32 PM] ~ Harish: Ok anna
[24/08/23, 5:44:43 PM] ~ Harish: Telugu or any other language bro
[24/08/23, 5:44:56 PM] ~ Shanmukh: Hindi, English
[24/08/23, 5:45:07 PM] ~ Shanmukh: Telugu also ok bro
[24/08/23, 5:45:27 PM] ~ Harish: Gym 7k per semester per person is very good
[24/08/23, 5:45:41 PM] ~ Harish: Bro will they give us trainer also
[24/08/23, 5:46:12 PM] ~ Harish: Bro say this bro
[24/08/23, 5:46:14 PM] ~ Shaurya Mudgal: Trainers are useless
[24/08/23, 5:46:27 PM] ~ Harish: Ha bro is equipment good
[24/08/23, 5:46:32 PM] ~ Shaurya Mudgal: You can just ask a friend to teach you
[24/08/23, 5:46:47 PM] ~ Shaurya Mudgal: Yes the video is available on the instagram page
[24/08/23, 5:47:01 PM] ~ Abhinav: Trainers are of no use bro
[24/08/23, 5:47:07 PM] ~ Harish: Ha bro
[24/08/23, 5:47:20 PM] ~ Karthik: No trainers
[24/08/23, 5:47:23 PM] ~ Harish: I am presently doing gym since 4 months bro
[24/08/23, 5:47:33 PM] ~ Harish: Got some knowledge
[24/08/23, 5:47:39 PM] ~ Shanmukh: No
[24/08/23, 5:47:43 PM] ~ Harish: I have to decrease weight bro
[24/08/23, 5:47:57 PM] ~ Harish: That's why I am asking about it bro
[24/08/23, 5:48:12 PM] ~ Harish: Bro nuvvu kudha senior aa
[24/08/23, 5:48:17 PM] ~ Harish: Ha bro
[24/08/23, 5:48:30 PM] ~ Abhinav: Same
[24/08/23, 5:48:37 PM] ~ Harish: Vit ap seniors changed my perspective of thinking about seniors
[24/08/23, 5:49:10 PM] ~ Karthik: No
[24/08/23, 5:50:26 PM] ~ Shanmukh: And y is that
[24/08/23, 5:58:32 PM] ~ Harish: Bro u are giving every response with very calm attitude I liked it bro
[24/08/23, 5:58:49 PM] ~ Harish: Seniors really helped bro
[24/08/23, 7:28:11 PM] ~ Udveet P. Patil: Please educate me
[24/08/23, 7:28:17 PM] ~ Udveet P. Patil: I only knew about hostel gyms
[24/08/23, 7:30:25 PM] ~ Shaurya Mudgal: There is a paid gym in the university premises which is far better than the hostel gym in terms of facilities and it is common for both girls and boys
[24/08/23, 7:30:37 PM] ~ Shaurya Mudgal: That is why it is paid
[24/08/23, 7:49:11 PM] ~ Udveet P. Patil: If I'm correct you're a senior?
[24/08/23, 8:17:58 PM] Harsh Kumar: Anyone up for valo ?
[24/08/23, 8:47:07 PM] ~ Shiven: Its free for hostellers right? I mean included in the fees?
[24/08/23, 8:47:55 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: Only hostel gym free
Uni ka gym toh paid hai
[24/08/23, 8:48:29 PM] ~ niggesh: why do we have to carry a big padlock and with 4 keys ?
[24/08/23, 8:50:10 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: 4 keys for 4 ppl in that room 
They just took general case
[24/08/23, 8:51:18 PM] ~ 𝔸𝕕𝕚𝕥𝕪𝔸: Agar 2 logon ka room hai toh 2 keys
[24/08/23, 8:58:58 PM] ~ Chaitu: How many padlocks can we bring?
[24/08/23, 8:59:35 PM] ~ Udveet P. Patil: I mean as much as you like but
[24/08/23, 8:59:44 PM] ~ Shaurya Mudgal: No I’m a fresher
[24/08/23, 8:59:47 PM] ~ Udveet P. Patil: I guess you should bring one small one
[24/08/23, 8:59:57 PM] ~ Udveet P. Patil: For your cupboard
[24/08/23, 9:00:00 PM] ~ Udveet P. Patil: And then
[24/08/23, 9:00:02 PM] ~ Shaurya Mudgal: The hostel gym is free not the university gym
[24/08/23, 9:00:05 PM] ~ Chaitu: One small and one big
[24/08/23, 9:00:05 PM] ~ Udveet P. Patil: The bigger on for the room
[24/08/23, 9:00:09 PM] ~ Chaitu: Ok
[24/08/23, 9:00:15 PM] ~ Udveet P. Patil: You should decide onyl after meeting with your roomates
[24/08/23, 9:00:19 PM] ~ Udveet P. Patil: That's what I am going to do
[24/08/23, 9:00:25 PM] ~ Chaitu: Ok
[24/08/23, 9:00:29 PM] ~ Udveet P. Patil: Shoudn't do everything on your own
[24/08/23, 9:00:45 PM] ~ Udveet P. Patil: Take thier opinion and stuff and then take the best action
[24/08/23, 9:00:58 PM] ~ Udveet P. Patil: You know how it looks?
[24/08/23, 9:01:00 PM] ~ Udveet P. Patil: I mean
[24/08/23, 9:01:06 PM] ~ Udveet P. Patil: Ik there's a video but
[24/08/23, 9:01:17 PM] ~ Udveet P. Patil: It dosen't show all the stuff properly
[24/08/23, 9:01:35 PM] ~ Shaurya Mudgal: Unfortunately the reel is all I have seen as well
[24/08/23, 9:01:45 PM] ~ Udveet P. Patil: Shit
[24/08/23, 9:10:18 PM] ~ Shiven: Which video bro.. can u send it to me 🙂
[24/08/23, 9:41:42 PM] ~ TanK-human: I heard they can
[24/08/23, 9:41:43 PM] ~ TanK-human: Well how did college approve the common thing? Aren't they against it?
[24/08/23, 9:43:33 PM] ~ Shiven: ‎This message was deleted by admin ~ TanK-human.
[24/08/23, 9:43:44 PM] ~ Shiven: Nit's and iit's even hv common swimming pool bro
[24/08/23, 9:44:04 PM] ~ Shiven: Iisc bangalore and iit bombay even hv co ed hostels and common mess 🗿
[24/08/23, 9:44:12 PM] ~ Shiven: Wht's with common gyms?😂
[24/08/23, 9:44:48 PM] ~ Soham P: i can play tomorrow morning
[24/08/23, 9:44:50 PM] ~ Soham P: not at night
[24/08/23, 9:45:53 PM] ~ Shiven: Why not at night? 😂
[24/08/23, 9:50:49 PM] ~ Soham P: everyone sleeps early
[24/08/23, 9:50:54 PM] ~ Soham P: can't make noise 💀
[24/08/23, 9:50:59 PM] ~ Shiven: Lol 😂
[24/08/23, 9:51:04 PM] ~ Shiven: Turn the mic off 🗿
[24/08/23, 9:51:09 PM] ~ Soham P: keyboard 💀
[24/08/23, 9:51:28 PM] ~ Shiven: Cmon.. ur keyboard makes that much sound 💀
[24/08/23, 9:51:29 PM] ~ Kaushik😁: Silent mode??
[24/08/23, 9:51:49 PM] ~ Shiven: U guys having modes in keyboard?🙂
[24/08/23, 9:52:05 PM] ~ Kaushik😁: In phone ..
[24/08/23, 9:52:20 PM] ~ Shiven: He's gonna play valo bro...
[24/08/23, 9:52:21 PM] ~ K.Parthiv: Laptop keyboard doesnt make sound🫡
[24/08/23, 9:52:30 PM] ~ Kaushik😁: Noooo
[24/08/23, 9:52:32 PM] ~ Shiven: Pura din kitna padh liya bhai 😔😔
[24/08/23, 9:52:41 PM] ~ Kaushik😁: Tru
[24/08/23, 9:52:46 PM] ~ K.Parthiv: Football khelne gaya bc
[24/08/23, 9:52:52 PM] ~ K.Parthiv: Abhi aaya
[24/08/23, 9:52:57 PM] ~ Shiven: Accha... Fir thik hai 😁
[24/08/23, 9:55:32 PM] ~ Soham P: mechanical keyboard bruh 💀
[24/08/23, 10:01:25 PM] ~ Vaibhav Prakash: woo
[24/08/23, 10:01:40 PM] ~ Vaibhav Prakash: whats your rank??
[24/08/23, 10:01:42 PM] ~ Vaibhav Prakash: valo
[24/08/23, 10:03:27 PM] ~ Soham P: bronze 1 💀
[24/08/23, 10:03:33 PM] ~ Soham P: abhi abhi start kiya hai
[24/08/23, 10:03:42 PM] ~ Soham P: level 27/28 hu
[24/08/23, 10:08:53 PM] ~ Udveet P. Patil: Search up
[24/08/23, 10:08:58 PM] ~ Udveet P. Patil: Vii ap gym
[24/08/23, 10:10:00 PM] ~ Shiven: Ok
[24/08/23, 10:10:03 PM] ~ Udveet P. Patil: https://youtu.be/CN9QragVexM?si=uJ6LFdDcE_vphOaS
[24/08/23, 10:10:07 PM] ~ Udveet P. Patil: Here
[24/08/23, 10:10:19 PM] ~ Udveet P. Patil: The video is more of a workout montage
[24/08/23, 10:10:24 PM] ~ Udveet P. Patil: Than a gym tour
[24/08/23, 10:10:38 PM] ~ Udveet P. Patil: This college leaves no opportunities to dissapoint
[24/08/23, 10:12:04 PM] ~ Jithendra: ‎This message was deleted.
[24/08/23, 10:12:19 PM] ~ Udveet P. Patil: ?
[24/08/23, 10:12:36 PM] ~ Udveet P. Patil: I mean I don't think there's any harm in trying to acquire info prior hand
[24/08/23, 10:13:03 PM] ~ Jithendra: Bro its 10 :15 bro sleepy 😴 bro
[24/08/23, 10:13:10 PM] ~ Udveet P. Patil: Will
[24/08/23, 10:13:23 PM] ~ Jithendra: Good night
[24/08/23, 10:13:30 PM] ~ Udveet P. Patil: Good night
[25/08/23, 10:00:08 AM] ~ Tridib: Umm... A query... Can we order in stuff from Amazon and Flipkart into hostels?
[25/08/23, 10:01:09 AM] ~ Shiven: Yaa i guess so
[25/08/23, 10:01:22 AM] ~ Shiven: Maybe u will hv to come to the main gate and take it
[25/08/23, 10:02:19 AM] ~ Tridib: Oh, ic
[25/08/23, 10:12:27 AM] ~ Saisridhar: No
[25/08/23, 10:12:41 AM] ~ Saisridhar: It will come to ur respective blocks
[25/08/23, 10:12:48 AM] ~ Saisridhar: Hostel blocks
[25/08/23, 10:39:44 AM] ~ Shiven: Ohh ok
[25/08/23, 10:39:47 AM] ~ Shiven: Senior?
[25/08/23, 10:40:29 AM] ~ Preeth: Dp chudu artham avtadhi
[25/08/23, 10:43:49 AM] ~ Shiven: Ohh.. ya 🙂
[25/08/23, 10:44:07 AM] ~ Shiven: I didn't understand it.. but still got it 🥸
[25/08/23, 10:47:39 AM] ~ Preeth: Okay good
[25/08/23, 10:53:18 AM] ~ Shiven: Artham avadhi meaning?
[25/08/23, 10:57:13 AM] ~ Preeth: You don't understand
[25/08/23, 10:57:14 AM] ~ Saisridhar: S
[25/08/23, 11:04:43 AM] ~ Abhinav: Ardham - understand 
Avthadi/ayithadi/ayitundi/avvudi- you will
[25/08/23, 11:05:14 AM] ~ Shiven: Ohh ok
[25/08/23, 11:05:26 AM] ~ Shiven: Thx 👍
[25/08/23, 11:15:38 AM] ~ Preeth: Wow
[25/08/23, 11:45:24 AM] ~ Udveet P. Patil: Yes
[26/08/23, 11:07:05 AM] ~ ashokvarma5247: ‎This message was deleted.
[26/08/23, 11:07:55 AM] ~ ashokvarma5247: ‎This message was deleted.
[26/08/23, 11:09:45 AM] ~ ashokvarma5247: ‎This message was deleted.
[26/08/23, 1:25:31 PM] ~ Sid: ‎~ Sid joined from the community
[26/08/23, 1:18:22 PM] ~ Jithendra: ??
[26/08/23, 2:10:55 PM] ~ Mitesh Sai Devar: ‎‎~ Mitesh Sai Devar changed their phone number to a new number. ‎Tap to message or add the new number.
[26/08/23, 8:00:51 PM] ~ NKP: ‎This message was deleted.
[26/08/23, 8:03:21 PM] ~ Shiven: Admin remove these pepul pls 🗿
[26/08/23, 8:07:27 PM] ~ AbnaV: Plej
[26/08/23, 9:52:42 PM] Yash Agnihotri: https://youtube.com/shorts/EvXD3RjgwhI?si=M-QGbpUE1PexKo6_
[27/08/23, 11:20:41 AM] ‪+91 94050 33317‬: ‎‎‪+91 94050 33317‬ changed their phone number to a new number. ‎Tap to message or add the new number.
[27/08/23, 11:46:18 AM] ~ Veer Pratap Singh: Hey I guess everyone got the mail from the hostel warden for the  form filling but when I click on that link it's showing "you need permission" anyone having the same issue as mine?
[27/08/23, 11:46:47 AM] ~ Sid: use the mail provided by the college as your google account
[27/08/23, 11:46:54 AM] ~ Baibhab Das: Go back and open the link again, I think it will work.
[27/08/23, 11:47:18 AM] ~ Udhay Adithya: This will work
[27/08/23, 11:47:56 AM] ~ Veer Pratap Singh: Okay let me try 👍
[27/08/23, 11:48:34 AM] ~ Preeth: Refresh and try once again it'll work
[27/08/23, 11:58:19 AM] ~ Veer Pratap Singh: Thanks it worked 🙌
[27/08/23, 11:58:43 AM] ~ Preeth: How it worked
[27/08/23, 11:58:54 AM] ~ Veer Pratap Singh: Good account one
[27/08/23, 11:59:12 AM] ~ Preeth: What?
[27/08/23, 11:59:24 AM] ~ Veer Pratap Singh: When I switched it to my colleges Google account.
[27/08/23, 11:59:32 AM] ~ Preeth: Ohh nice
[27/08/23, 11:59:32 AM] ~ Veer Pratap Singh: Google account*
[27/08/23, 12:34:18 PM] ~ Chinmay: What mail?
[27/08/23, 12:34:56 PM] ~ Knk Praneesh: Is this only for HOSTLERS?
[27/08/23, 12:35:05 PM] ~ Preeth: Yeah
[27/08/23, 12:35:51 PM] ~ Chinmay: I am a hostler but didn't get any sort of mail ?
[27/08/23, 12:40:30 PM] ~ Preeth: Where you've checked ?
[27/08/23, 12:40:39 PM] ~ Preeth: Check in vtop mail
[27/08/23, 12:41:46 PM] ~ Veer Pratap Singh: Check on mail which vit provided you.
[27/08/23, 5:42:49 PM] ~ Ꮩᴇɴᴋʏ   ⁰⁵: ‎~ Ꮩᴇɴᴋʏ   ⁰⁵ joined from the community
[27/08/23, 5:42:54 PM] ~ Arav: ‎~ Arav joined from the community
[28/08/23, 1:45:50 PM] ~ Mutyalamma ambati: ‎‎~ Mutyalamma ambati changed their phone number to a new number. ‎Tap to message or add the new number.
‎[29/08/23, 8:59:00 PM] ~ TanK-human: Things to Carry at VIT NEW LIST.pdf • ‎4 pages ‎document omitted
[29/08/23, 9:00:26 PM] ~ AbnaV: thxn bro ‎<This message was edited>
[29/08/23, 9:27:20 PM] ~ محمد ناصر: What the truck 7 jeans 😕 I have only 3 😶
[29/08/23, 9:27:31 PM] ~ محمد ناصر: Sorry t-shirt
[29/08/23, 10:28:06 PM] ~ TanK-human: ‎This message was deleted.
[29/08/23, 10:28:15 PM] ~ TanK-human: ‎This message was deleted.
[29/08/23, 10:28:54 PM] ~ Jeevan K: ‎~ Jeevan K joined from the community
[29/08/23, 10:29:01 PM] ~ Hitesh: ‎~ Hitesh joined from the community
[29/08/23, 10:29:12 PM] ~ Krishna Singla: ‎~ Krishna Singla joined from the community
‎[31/08/23, 12:57:20 AM] ~ TanK-human: ‎image omitted
[31/08/23, 12:58:20 AM] ~ Krishna Singla: Bhai check kar na to me kya email id likkhi hai
[31/08/23, 12:59:03 AM] ~ Krishna Singla: Tu male hai ya female?
[31/08/23, 12:59:35 AM] ~ TanK-human: Samaj me nahi aya ree
[31/08/23, 12:59:46 AM] ~ TanK-human: Say in English rey
[31/08/23, 1:00:02 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:10:39 AM] ~ Swapnaneel Sarkar: Attack helicopter🗿🗿
[31/08/23, 1:10:52 AM] ~ Anish: Oh
[31/08/23, 1:11:09 AM] ~ Anish: Attack helicopter 🎌 attack me ✔️
[31/08/23, 1:11:20 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:11:29 AM] ~ Swapnaneel Sarkar: I only attack "Grills" 💀💀
[31/08/23, 1:11:35 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:11:39 AM] ~ Anish: Why are u pan
[31/08/23, 1:11:43 AM] ~ Swapnaneel Sarkar: Why r u gae? u r gae
[31/08/23, 1:11:52 AM] ~ Anish: Riyal I'm him
[31/08/23, 1:11:53 AM] ~ pinakpani 🎧: Wallmart bag >>>
[31/08/23, 1:12:00 AM] ~ Anish: Oh
[31/08/23, 1:12:04 AM] ~ Anish: Pop corn>>>
[31/08/23, 1:12:08 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:12:11 AM] ~ Swapnaneel Sarkar: I identify as attack helicopter
[31/08/23, 1:12:19 AM] ~ Anish: I eat pops
[31/08/23, 1:12:53 AM] ~ Swapnaneel Sarkar: And I have a corn 💀💀…. BBC (Big Black Corn)
[31/08/23, 1:12:57 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:13:08 AM] ~ Anish: Damm
[31/08/23, 1:13:29 AM] ~ Anish: Big black cakes
[31/08/23, 1:13:30 AM] ~ Swapnaneel Sarkar: Its 2023, I cant assume someone's gender
[31/08/23, 1:13:53 AM] ~ Swapnaneel Sarkar: nah bro, white cakes r better
[31/08/23, 1:13:54 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:14:01 AM] ~ Swapnaneel Sarkar: even brown cakes r also good
[31/08/23, 1:14:05 AM] ~ Anish: Big cakes better
[31/08/23, 1:14:18 AM] ~ Swapnaneel Sarkar: nah bro, u need it 💀
[31/08/23, 1:14:21 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:14:33 AM] ~ Anish: It's 2023 any cake is better
[31/08/23, 1:14:38 AM] ~ Swapnaneel Sarkar: U r confusing between gender Identity and biological sex
[31/08/23, 1:14:47 AM] ~ Anish: Oh
[31/08/23, 1:14:52 AM] ~ Anish: I regret taking MPC now
[31/08/23, 1:15:00 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:15:09 AM] ~ Anish: Y'all chill don't fight
[31/08/23, 1:15:16 AM] ~ Swapnaneel Sarkar: Getting cake is difficult now a days
[31/08/23, 1:15:30 AM] ~ Krishna Singla: ‎This message was deleted.
[31/08/23, 1:15:32 AM] ~ Anish: Atlast we all end up as attack heli
